"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2000"	"2000"	"85+ years"	"85+"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	138	58676	235.2
	"2000"	"2000"	"85+ years"	"85+"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	50	58676	85.2
	"2000"	"2000"	"85+ years"	"85+"	"Leukemia (C91-C95)"	"GR113-040"	62	58676	105.7
	"2000"	"2000"	"85+ years"	"85+"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	23	58676	39.2
	"2000"	"2000"	"85+ years"	"85+"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	136	58676	231.8
	"2000"	"2000"	"85+ years"	"85+"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	46	58676	78.4
	"2000"	"2000"	"85+ years"	"85+"	"#Anemias (D50-D64)"	"GR113-045"	34	58676	57.9
	"2000"	"2000"	"85+ years"	"85+"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	289	58676	492.5
	"2000"	"2000"	"85+ years"	"85+"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	51	58676	86.9
	"2000"	"2000"	"85+ years"	"85+"	"Malnutrition (E40-E46)"	"GR113-048"	49	58676	83.5
	"2000"	"2000"	"85+ years"	"85+"	"#Parkinson disease (G20-G21)"	"GR113-051"	64	58676	109.1
	"2000"	"2000"	"85+ years"	"85+"	"#Alzheimer disease (G30)"	"GR113-052"	421	58676	717.5
	"2000"	"2000"	"85+ years"	"85+"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	4640	58676	7907.8
	"2000"	"2000"	"85+ years"	"85+"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	3434	58676	5852.5
	"2000"	"2000"	"85+ years"	"85+"	"Hypertensive heart disease (I11)"	"GR113-056"	231	58676	393.7
	"2000"	"2000"	"85+ years"	"85+"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	27	58676	46.0
	"2000"	"2000"	"85+ years"	"85+"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	2047	58676	3488.6
	"2000"	"2000"	"85+ years"	"85+"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	724	58676	1233.9
	"2000"	"2000"	"85+ years"	"85+"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	1317	58676	2244.5
	"2000"	"2000"	"85+ years"	"85+"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	512	58676	872.6
	"2000"	"2000"	"85+ years"	"85+"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	805	58676	1371.9
	"2000"	"2000"	"85+ years"	"85+"	"Other heart diseases (I26-I51)"	"GR113-064"	1120	58676	1908.8
	"2000"	"2000"	"85+ years"	"85+"	"Heart failure (I50)"	"GR113-067"	517	58676	881.1
	"2000"	"2000"	"85+ years"	"85+"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	602	58676	1026.0
	"2000"	"2000"	"85+ years"	"85+"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	92	58676	156.8
	"2000"	"2000"	"85+ years"	"85+"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	891	58676	1518.5
	"2000"	"2000"	"85+ years"	"85+"	"#Atherosclerosis (I70)"	"GR113-071"	121	58676	206.2
	"2000"	"2000"	"85+ years"	"85+"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	102	58676	173.8
	"2000"	"2000"	"85+ years"	"85+"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	42	58676	71.6
	"2000"	"2000"	"85+ years"	"85+"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	60	58676	102.3
	"2000"	"2000"	"85+ years"	"85+"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	15	58676	Unreliable
	"2000"	"2000"	"85+ years"	"85+"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	453	58676	772.0
	"2000"	"2000"	"85+ years"	"85+"	"Influenza (J09-J11)"	"GR113-077"	14	58676	Unreliable
	"2000"	"2000"	"85+ years"	"85+"	"Pneumonia (J12-J18)"	"GR113-078"	439	58676	748.2
	"2000"	"2000"	"85+ years"	"85+"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	350	58676	596.5
	"2000"	"2000"	"85+ years"	"85+"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	10	58676	Unreliable
	"2000"	"2000"	"85+ years"	"85+"	"Emphysema (J43)"	"GR113-084"	32	58676	54.5
	"2000"	"2000"	"85+ years"	"85+"	"Asthma (J45-J46)"	"GR113-085"	14	58676	Unreliable
	"2000"	"2000"	"85+ years"	"85+"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	294	58676	501.1
	"2000"	"2000"	"85+ years"	"85+"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	96	58676	163.6
	"2000"	"2000"	"85+ years"	"85+"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	87	58676	148.3
	"2000"	"2000"	"85+ years"	"85+"	"#Peptic ulcer (K25-K28)"	"GR113-090"	11	58676	Unreliable
	"2000"	"2000"	"85+ years"	"85+"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	13	58676	Unreliable
	"2000"	"2000"	"85+ years"	"85+"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	13	58676	Unreliable
	"2000"	"2000"	"85+ years"	"85+"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	14	58676	Unreliable
	"2000"	"2000"	"85+ years"	"85+"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	256	58676	436.3
	"2000"	"2000"	"85+ years"	"85+"	"Renal failure (N17-N19)"	"GR113-100"	254	58676	432.9
	"2000"	"2000"	"85+ years"	"85+"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	177	58676	301.7
	"2000"	"2000"	"85+ years"	"85+"	"All other diseases (Residual) "	"GR113-111"	818	58676	1394.1
	"2000"	"2000"	"85+ years"	"85+"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	154	58676	262.5
	"2000"	"2000"	"85+ years"	"85+"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	16	58676	Unreliable
	"2000"	"2000"	"85+ years"	"85+"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	16	58676	Unreliable
	"2000"	"2000"	"85+ years"	"85+"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	138	58676	235.2
	"2000"	"2000"	"85+ years"	"85+"	"Falls (W00-W19)"	"GR113-118"	30	58676	51.1
	"2000"	"2000"	"85+ years"	"85+"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	102	58676	173.8
	"2001"	"2001"	"1-4 years"	"1-4"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	13	251423	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"All other diseases (Residual) "	"GR113-111"	14	251423	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	63	251423	25.1
	"2001"	"2001"	"1-4 years"	"1-4"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	28	251423	11.1
	"2001"	"2001"	"1-4 years"	"1-4"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	26	251423	10.3
	"2001"	"2001"	"1-4 years"	"1-4"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	35	251423	13.9
	"2001"	"2001"	"1-4 years"	"1-4"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	10	251423	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	13	251423	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	14	251423	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	11	251423	Unreliable
	"2001"	"2001"	"5-14 years"	"5-14"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	22	671665	3.3
	"2001"	"2001"	"5-14 years"	"5-14"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	10	671665	Unreliable
	"2001"	"2001"	"5-14 years"	"5-14"	"All other diseases (Residual) "	"GR113-111"	25	671665	3.7
	"2001"	"2001"	"5-14 years"	"5-14"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	81	671665	12.1
	"2001"	"2001"	"5-14 years"	"5-14"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	52	671665	7.7
	"2001"	"2001"	"5-14 years"	"5-14"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	45	671665	6.7
	"2001"	"2001"	"5-14 years"	"5-14"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	29	671665	4.3
	"2001"	"2001"	"5-14 years"	"5-14"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	13	671665	Unreliable
	"2001"	"2001"	"15-24 years"	"15-24"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	47	701736	6.7
	"2001"	"2001"	"15-24 years"	"15-24"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	20	701736	2.9
	"2001"	"2001"	"15-24 years"	"15-24"	"Leukemia (C91-C95)"	"GR113-040"	11	701736	Unreliable
	"2001"	"2001"	"15-24 years"	"15-24"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	15	701736	Unreliable
	"2001"	"2001"	"15-24 years"	"15-24"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	36	701736	5.1
	"2001"	"2001"	"15-24 years"	"15-24"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	30	701736	4.3
	"2001"	"2001"	"15-24 years"	"15-24"	"Other heart diseases (I26-I51)"	"GR113-064"	25	701736	3.6
	"2001"	"2001"	"15-24 years"	"15-24"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	24	701736	3.4
	"2001"	"2001"	"15-24 years"	"15-24"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	13	701736	Unreliable
	"2001"	"2001"	"15-24 years"	"15-24"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	701736	Unreliable
	"2001"	"2001"	"15-24 years"	"15-24"	"All other diseases (Residual) "	"GR113-111"	59	701736	8.4
	"2001"	"2001"	"15-24 years"	"15-24"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	324	701736	46.2
	"2001"	"2001"	"15-24 years"	"15-24"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	255	701736	36.3
	"2001"	"2001"	"15-24 years"	"15-24"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	240	701736	34.2
	"2001"	"2001"	"15-24 years"	"15-24"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	12	701736	Unreliable
	"2001"	"2001"	"15-24 years"	"15-24"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	69	701736	9.8
	"2001"	"2001"	"15-24 years"	"15-24"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	11	701736	Unreliable
	"2001"	"2001"	"15-24 years"	"15-24"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	31	701736	4.4
	"2001"	"2001"	"15-24 years"	"15-24"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	11	701736	Unreliable
	"2001"	"2001"	"15-24 years"	"15-24"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	70	701736	10.0
	"2001"	"2001"	"15-24 years"	"15-24"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	51	701736	7.3
	"2001"	"2001"	"15-24 years"	"15-24"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	19	701736	Unreliable
	"2001"	"2001"	"15-24 years"	"15-24"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	159	701736	22.7
	"2001"	"2001"	"15-24 years"	"15-24"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	133	701736	19.0
	"2001"	"2001"	"15-24 years"	"15-24"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	26	701736	3.7
	"2001"	"2001"	"25-34 years"	"25-34"	"#Septicemia (A40-A41)"	"GR113-010"	13	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	84	587213	14.3
	"2001"	"2001"	"25-34 years"	"25-34"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	73	587213	12.4
	"2001"	"2001"	"25-34 years"	"25-34"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	10	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"Malignant neoplasm of breast (C50)"	"GR113-029"	10	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	19	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"Leukemia (C91-C95)"	"GR113-040"	10	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	16	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	15	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	92	587213	15.7
	"2001"	"2001"	"25-34 years"	"25-34"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	76	587213	12.9
	"2001"	"2001"	"25-34 years"	"25-34"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	34	587213	5.8
	"2001"	"2001"	"25-34 years"	"25-34"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	19	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	15	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	10	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"Other heart diseases (I26-I51)"	"GR113-064"	37	587213	6.3
	"2001"	"2001"	"25-34 years"	"25-34"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	32	587213	5.4
	"2001"	"2001"	"25-34 years"	"25-34"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	11	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	12	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"Pneumonia (J12-J18)"	"GR113-078"	12	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	11	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"Renal failure (N17-N19)"	"GR113-100"	11	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	19	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"All other diseases (Residual) "	"GR113-111"	83	587213	14.1
	"2001"	"2001"	"25-34 years"	"25-34"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	262	587213	44.6
	"2001"	"2001"	"25-34 years"	"25-34"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	173	587213	29.5
	"2001"	"2001"	"25-34 years"	"25-34"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	158	587213	26.9
	"2001"	"2001"	"25-34 years"	"25-34"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	14	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	89	587213	15.2
	"2001"	"2001"	"25-34 years"	"25-34"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	11	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	11	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	41	587213	7.0
	"2001"	"2001"	"25-34 years"	"25-34"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	17	587213	Unreliable
	"2001"	"2001"	"25-34 years"	"25-34"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	84	587213	14.3
	"2001"	"2001"	"25-34 years"	"25-34"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	60	587213	10.2
	"2001"	"2001"	"25-34 years"	"25-34"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	24	587213	4.1
	"2001"	"2001"	"25-34 years"	"25-34"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	162	587213	27.6
	"2001"	"2001"	"25-34 years"	"25-34"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	138	587213	23.5
	"2001"	"2001"	"25-34 years"	"25-34"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	24	587213	4.1
	"2001"	"2001"	"25-34 years"	"25-34"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	11	587213	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"#Septicemia (A40-A41)"	"GR113-010"	24	681491	3.5
	"2001"	"2001"	"35-44 years"	"35-44"	"#Viral hepatitis (B15-B19)"	"GR113-015"	31	681491	4.5
	"2001"	"2001"	"35-44 years"	"35-44"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	151	681491	22.2
	"2001"	"2001"	"35-44 years"	"35-44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	335	681491	49.2
	"2001"	"2001"	"35-44 years"	"35-44"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	10	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	26	681491	3.8
	"2001"	"2001"	"35-44 years"	"35-44"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	12	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	72	681491	10.6
	"2001"	"2001"	"35-44 years"	"35-44"	"Malignant melanoma of skin (C43)"	"GR113-028"	14	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"Malignant neoplasm of breast (C50)"	"GR113-029"	60	681491	8.8
	"2001"	"2001"	"35-44 years"	"35-44"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	12	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	15	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	32	681491	4.7
	"2001"	"2001"	"35-44 years"	"35-44"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	13	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"Leukemia (C91-C95)"	"GR113-040"	14	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	41	681491	6.0
	"2001"	"2001"	"35-44 years"	"35-44"	"#Anemias (D50-D64)"	"GR113-045"	10	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	49	681491	7.2
	"2001"	"2001"	"35-44 years"	"35-44"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	412	681491	60.5
	"2001"	"2001"	"35-44 years"	"35-44"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	323	681491	47.4
	"2001"	"2001"	"35-44 years"	"35-44"	"Hypertensive heart disease (I11)"	"GR113-056"	31	681491	4.5
	"2001"	"2001"	"35-44 years"	"35-44"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	180	681491	26.4
	"2001"	"2001"	"35-44 years"	"35-44"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	102	681491	15.0
	"2001"	"2001"	"35-44 years"	"35-44"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	70	681491	10.3
	"2001"	"2001"	"35-44 years"	"35-44"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	25	681491	3.7
	"2001"	"2001"	"35-44 years"	"35-44"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	45	681491	6.6
	"2001"	"2001"	"35-44 years"	"35-44"	"Other heart diseases (I26-I51)"	"GR113-064"	107	681491	15.7
	"2001"	"2001"	"35-44 years"	"35-44"	"Heart failure (I50)"	"GR113-067"	15	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	88	681491	12.9
	"2001"	"2001"	"35-44 years"	"35-44"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	11	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	70	681491	10.3
	"2001"	"2001"	"35-44 years"	"35-44"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	21	681491	3.1
	"2001"	"2001"	"35-44 years"	"35-44"	"Pneumonia (J12-J18)"	"GR113-078"	21	681491	3.1
	"2001"	"2001"	"35-44 years"	"35-44"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	16	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	18	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	39	681491	5.7
	"2001"	"2001"	"35-44 years"	"35-44"	"Alcoholic liver disease (K70)"	"GR113-094"	29	681491	4.3
	"2001"	"2001"	"35-44 years"	"35-44"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	10	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	28	681491	4.1
	"2001"	"2001"	"35-44 years"	"35-44"	"Renal failure (N17-N19)"	"GR113-100"	26	681491	3.8
	"2001"	"2001"	"35-44 years"	"35-44"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	15	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	33	681491	4.8
	"2001"	"2001"	"35-44 years"	"35-44"	"All other diseases (Residual) "	"GR113-111"	157	681491	23.0
	"2001"	"2001"	"35-44 years"	"35-44"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	358	681491	52.5
	"2001"	"2001"	"35-44 years"	"35-44"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	211	681491	31.0
	"2001"	"2001"	"35-44 years"	"35-44"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	196	681491	28.8
	"2001"	"2001"	"35-44 years"	"35-44"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	12	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	147	681491	21.6
	"2001"	"2001"	"35-44 years"	"35-44"	"Falls (W00-W19)"	"GR113-118"	20	681491	2.9
	"2001"	"2001"	"35-44 years"	"35-44"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	17	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	13	681491	Unreliable
	"2001"	"2001"	"35-44 years"	"35-44"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	65	681491	9.5
