"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2011"	"2011"	"75-84 years"	"75-84"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	733	182022	402.7
	"2011"	"2011"	"75-84 years"	"75-84"	"Malignant melanoma of skin (C43)"	"GR113-028"	24	182022	13.2
	"2011"	"2011"	"75-84 years"	"75-84"	"Malignant neoplasm of breast (C50)"	"GR113-029"	140	182022	76.9
	"2011"	"2011"	"75-84 years"	"75-84"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	22	182022	12.1
	"2011"	"2011"	"75-84 years"	"75-84"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	37	182022	20.3
	"2011"	"2011"	"75-84 years"	"75-84"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	135	182022	74.2
	"2011"	"2011"	"75-84 years"	"75-84"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	62	182022	34.1
	"2011"	"2011"	"75-84 years"	"75-84"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	50	182022	27.5
	"2011"	"2011"	"75-84 years"	"75-84"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	31	182022	17.0
	"2011"	"2011"	"75-84 years"	"75-84"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	265	182022	145.6
	"2011"	"2011"	"75-84 years"	"75-84"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	104	182022	57.1
	"2011"	"2011"	"75-84 years"	"75-84"	"Leukemia (C91-C95)"	"GR113-040"	98	182022	53.8
	"2011"	"2011"	"75-84 years"	"75-84"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	62	182022	34.1
	"2011"	"2011"	"75-84 years"	"75-84"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	243	182022	133.5
	"2011"	"2011"	"75-84 years"	"75-84"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	63	182022	34.6
	"2011"	"2011"	"75-84 years"	"75-84"	"#Anemias (D50-D64)"	"GR113-045"	14	182022	Unreliable
	"2011"	"2011"	"75-84 years"	"75-84"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	323	182022	177.5
	"2011"	"2011"	"75-84 years"	"75-84"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	24	182022	13.2
	"2011"	"2011"	"75-84 years"	"75-84"	"Malnutrition (E40-E46)"	"GR113-048"	24	182022	13.2
	"2011"	"2011"	"75-84 years"	"75-84"	"#Parkinson disease (G20-G21)"	"GR113-051"	118	182022	64.8
	"2011"	"2011"	"75-84 years"	"75-84"	"#Alzheimer disease (G30)"	"GR113-052"	488	182022	268.1
	"2011"	"2011"	"75-84 years"	"75-84"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	3219	182022	1768.5
	"2011"	"2011"	"75-84 years"	"75-84"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2455	182022	1348.7
	"2011"	"2011"	"75-84 years"	"75-84"	"Hypertensive heart disease (I11)"	"GR113-056"	160	182022	87.9
	"2011"	"2011"	"75-84 years"	"75-84"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	24	182022	13.2
	"2011"	"2011"	"75-84 years"	"75-84"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1341	182022	736.7
	"2011"	"2011"	"75-84 years"	"75-84"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	455	182022	250.0
	"2011"	"2011"	"75-84 years"	"75-84"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	21	182022	11.5
	"2011"	"2011"	"75-84 years"	"75-84"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	865	182022	475.2
	"2011"	"2011"	"75-84 years"	"75-84"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	276	182022	151.6
	"2011"	"2011"	"75-84 years"	"75-84"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	589	182022	323.6
	"2011"	"2011"	"75-84 years"	"75-84"	"Other heart diseases (I26-I51)"	"GR113-064"	924	182022	507.6
	"2011"	"2011"	"75-84 years"	"75-84"	"Heart failure (I50)"	"GR113-067"	353	182022	193.9
	"2011"	"2011"	"75-84 years"	"75-84"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	565	182022	310.4
	"2011"	"2011"	"75-84 years"	"75-84"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	93	182022	51.1
	"2011"	"2011"	"75-84 years"	"75-84"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	595	182022	326.9
	"2011"	"2011"	"75-84 years"	"75-84"	"#Atherosclerosis (I70)"	"GR113-071"	20	182022	11.0
	"2011"	"2011"	"75-84 years"	"75-84"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	56	182022	30.8
	"2011"	"2011"	"75-84 years"	"75-84"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	35	182022	19.2
	"2011"	"2011"	"75-84 years"	"75-84"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	21	182022	11.5
	"2011"	"2011"	"75-84 years"	"75-84"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	11	182022	Unreliable
	"2011"	"2011"	"75-84 years"	"75-84"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	242	182022	133.0
	"2011"	"2011"	"75-84 years"	"75-84"	"Pneumonia (J12-J18)"	"GR113-078"	241	182022	132.4
	"2011"	"2011"	"75-84 years"	"75-84"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	640	182022	351.6
	"2011"	"2011"	"75-84 years"	"75-84"	"Emphysema (J43)"	"GR113-084"	27	182022	14.8
	"2011"	"2011"	"75-84 years"	"75-84"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	604	182022	331.8
	"2011"	"2011"	"75-84 years"	"75-84"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	65	182022	35.7
	"2011"	"2011"	"75-84 years"	"75-84"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	181	182022	99.4
	"2011"	"2011"	"75-84 years"	"75-84"	"#Hernia (K40-K46)"	"GR113-092"	10	182022	Unreliable
	"2011"	"2011"	"75-84 years"	"75-84"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	41	182022	22.5
	"2011"	"2011"	"75-84 years"	"75-84"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	33	182022	18.1
	"2011"	"2011"	"75-84 years"	"75-84"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	16	182022	Unreliable
	"2011"	"2011"	"75-84 years"	"75-84"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	343	182022	188.4
	"2011"	"2011"	"75-84 years"	"75-84"	"Renal failure (N17-N19)"	"GR113-100"	343	182022	188.4
	"2011"	"2011"	"75-84 years"	"75-84"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	235	182022	129.1
	"2011"	"2011"	"75-84 years"	"75-84"	"All other diseases (Residual) "	"GR113-111"	963	182022	529.1
	"2011"	"2011"	"75-84 years"	"75-84"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	164	182022	90.1
	"2011"	"2011"	"75-84 years"	"75-84"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	44	182022	24.2
	"2011"	"2011"	"75-84 years"	"75-84"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	42	182022	23.1
	"2011"	"2011"	"75-84 years"	"75-84"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	120	182022	65.9
	"2011"	"2011"	"75-84 years"	"75-84"	"Falls (W00-W19)"	"GR113-118"	49	182022	26.9
	"2011"	"2011"	"75-84 years"	"75-84"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	10	182022	Unreliable
	"2011"	"2011"	"75-84 years"	"75-84"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	48	182022	26.4
	"2011"	"2011"	"75-84 years"	"75-84"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	32	182022	17.6
	"2011"	"2011"	"75-84 years"	"75-84"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	28	182022	15.4
	"2011"	"2011"	"75-84 years"	"75-84"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	23	182022	12.6
	"2011"	"2011"	"85+ years"	"85+"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	33	68504	48.2
	"2011"	"2011"	"85+ years"	"85+"	"#Septicemia (A40-A41)"	"GR113-010"	235	68504	343.0
	"2011"	"2011"	"85+ years"	"85+"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	14	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1200	68504	1751.7
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	15	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	16	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	29	68504	42.3
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	129	68504	188.3
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	35	68504	51.1
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	77	68504	112.4
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	242	68504	353.3
	"2011"	"2011"	"85+ years"	"85+"	"Malignant melanoma of skin (C43)"	"GR113-028"	11	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasm of breast (C50)"	"GR113-029"	92	68504	134.3
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	11	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	21	68504	30.7
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	110	68504	160.6
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	31	68504	45.3
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	63	68504	92.0
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	20	68504	29.2
	"2011"	"2011"	"85+ years"	"85+"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	140	68504	204.4
	"2011"	"2011"	"85+ years"	"85+"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	55	68504	80.3
	"2011"	"2011"	"85+ years"	"85+"	"Leukemia (C91-C95)"	"GR113-040"	59	68504	86.1
	"2011"	"2011"	"85+ years"	"85+"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	23	68504	33.6
	"2011"	"2011"	"85+ years"	"85+"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	149	68504	217.5
	"2011"	"2011"	"85+ years"	"85+"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	52	68504	75.9
	"2011"	"2011"	"85+ years"	"85+"	"#Anemias (D50-D64)"	"GR113-045"	24	68504	35.0
	"2011"	"2011"	"85+ years"	"85+"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	236	68504	344.5
	"2011"	"2011"	"85+ years"	"85+"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	34	68504	49.6
	"2011"	"2011"	"85+ years"	"85+"	"Malnutrition (E40-E46)"	"GR113-048"	34	68504	49.6
	"2011"	"2011"	"85+ years"	"85+"	"#Parkinson disease (G20-G21)"	"GR113-051"	107	68504	156.2
	"2011"	"2011"	"85+ years"	"85+"	"#Alzheimer disease (G30)"	"GR113-052"	788	68504	1150.3
	"2011"	"2011"	"85+ years"	"85+"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	3889	68504	5677.0
	"2011"	"2011"	"85+ years"	"85+"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2915	68504	4255.2
	"2011"	"2011"	"85+ years"	"85+"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	14	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"Hypertensive heart disease (I11)"	"GR113-056"	272	68504	397.1
	"2011"	"2011"	"85+ years"	"85+"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	28	68504	40.9
	"2011"	"2011"	"85+ years"	"85+"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1343	68504	1960.5
	"2011"	"2011"	"85+ years"	"85+"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	353	68504	515.3
	"2011"	"2011"	"85+ years"	"85+"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	20	68504	29.2
	"2011"	"2011"	"85+ years"	"85+"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	970	68504	1416.0
	"2011"	"2011"	"85+ years"	"85+"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	287	68504	419.0
	"2011"	"2011"	"85+ years"	"85+"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	683	68504	997.0
	"2011"	"2011"	"85+ years"	"85+"	"Other heart diseases (I26-I51)"	"GR113-064"	1258	68504	1836.4
	"2011"	"2011"	"85+ years"	"85+"	"Heart failure (I50)"	"GR113-067"	585	68504	854.0
	"2011"	"2011"	"85+ years"	"85+"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	670	68504	978.0
	"2011"	"2011"	"85+ years"	"85+"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	154	68504	224.8
	"2011"	"2011"	"85+ years"	"85+"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	706	68504	1030.6
	"2011"	"2011"	"85+ years"	"85+"	"#Atherosclerosis (I70)"	"GR113-071"	48	68504	70.1
	"2011"	"2011"	"85+ years"	"85+"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	66	68504	96.3
	"2011"	"2011"	"85+ years"	"85+"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	26	68504	38.0
	"2011"	"2011"	"85+ years"	"85+"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	40	68504	58.4
	"2011"	"2011"	"85+ years"	"85+"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	18	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	341	68504	497.8
	"2011"	"2011"	"85+ years"	"85+"	"Pneumonia (J12-J18)"	"GR113-078"	339	68504	494.9
	"2011"	"2011"	"85+ years"	"85+"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	447	68504	652.5
	"2011"	"2011"	"85+ years"	"85+"	"Emphysema (J43)"	"GR113-084"	17	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	423	68504	617.5
	"2011"	"2011"	"85+ years"	"85+"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	68	68504	99.3
	"2011"	"2011"	"85+ years"	"85+"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	156	68504	227.7
	"2011"	"2011"	"85+ years"	"85+"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	14	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	12	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	319	68504	465.7
	"2011"	"2011"	"85+ years"	"85+"	"Renal failure (N17-N19)"	"GR113-100"	317	68504	462.7
	"2011"	"2011"	"85+ years"	"85+"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	576	68504	840.8
	"2011"	"2011"	"85+ years"	"85+"	"All other diseases (Residual) "	"GR113-111"	1505	68504	2197.0
	"2011"	"2011"	"85+ years"	"85+"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	151	68504	220.4
	"2011"	"2011"	"85+ years"	"85+"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	18	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	18	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	133	68504	194.1
	"2011"	"2011"	"85+ years"	"85+"	"Falls (W00-W19)"	"GR113-118"	60	68504	87.6
	"2011"	"2011"	"85+ years"	"85+"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	61	68504	89.0
	"2011"	"2011"	"85+ years"	"85+"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	15	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	13	68504	Unreliable
	"2011"	"2011"	"85+ years"	"85+"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	29	68504	42.3
	"2012"	"2012"	"1-4 years"	"1-4"	"All other diseases (Residual) "	"GR113-111"	11	252275	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	33	252275	13.1
	"2012"	"2012"	"1-4 years"	"1-4"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	24	252275	9.5
	"2012"	"2012"	"1-4 years"	"1-4"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	13	252275	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	12	252275	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	12	620567	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"All other diseases (Residual) "	"GR113-111"	12	620567	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	51	620567	8.2
	"2012"	"2012"	"5-14 years"	"5-14"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	33	620567	5.3
	"2012"	"2012"	"5-14 years"	"5-14"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	30	620567	4.8
	"2012"	"2012"	"5-14 years"	"5-14"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	18	620567	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	29	658326	4.4
	"2012"	"2012"	"15-24 years"	"15-24"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	10	658326	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	25	658326	3.8
	"2012"	"2012"	"15-24 years"	"15-24"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	19	658326	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Other heart diseases (I26-I51)"	"GR113-064"	16	658326	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	15	658326	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"All other diseases (Residual) "	"GR113-111"	45	658326	6.8
	"2012"	"2012"	"15-24 years"	"15-24"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	223	658326	33.9
	"2012"	"2012"	"15-24 years"	"15-24"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	153	658326	23.2
	"2012"	"2012"	"15-24 years"	"15-24"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	150	658326	22.8
	"2012"	"2012"	"15-24 years"	"15-24"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	70	658326	10.6
	"2012"	"2012"	"15-24 years"	"15-24"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	11	658326	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	36	658326	5.5
	"2012"	"2012"	"15-24 years"	"15-24"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	69	658326	10.5
	"2012"	"2012"	"15-24 years"	"15-24"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	39	658326	5.9
	"2012"	"2012"	"15-24 years"	"15-24"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	30	658326	4.6
	"2012"	"2012"	"15-24 years"	"15-24"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	169	658326	25.7
	"2012"	"2012"	"15-24 years"	"15-24"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	156	658326	23.7
	"2012"	"2012"	"15-24 years"	"15-24"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	13	658326	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"#Septicemia (A40-A41)"	"GR113-010"	14	652957	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	32	652957	4.9
	"2012"	"2012"	"25-34 years"	"25-34"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	56	652957	8.6
	"2012"	"2012"	"25-34 years"	"25-34"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	11	652957	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	14	652957	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	87	652957	13.3
	"2012"	"2012"	"25-34 years"	"25-34"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	69	652957	10.6
	"2012"	"2012"	"25-34 years"	"25-34"	"Hypertensive heart disease (I11)"	"GR113-056"	12	652957	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	20	652957	3.1
	"2012"	"2012"	"25-34 years"	"25-34"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	12	652957	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"Other heart diseases (I26-I51)"	"GR113-064"	35	652957	5.4
	"2012"	"2012"	"25-34 years"	"25-34"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	32	652957	4.9
	"2012"	"2012"	"25-34 years"	"25-34"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	12	652957	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	10	652957	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"Renal failure (N17-N19)"	"GR113-100"	10	652957	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	11	652957	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	11	652957	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	12	652957	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	17	652957	Unreliable
	"2012"	"2012"	"25-34 years"	"25-34"	"All other diseases (Residual) "	"GR113-111"	65	652957	10.0
	"2012"	"2012"	"25-34 years"	"25-34"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	325	652957	49.8
	"2012"	"2012"	"25-34 years"	"25-34"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	153	652957	23.4
	"2012"	"2012"	"25-34 years"	"25-34"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	148	652957	22.7
	"2012"	"2012"	"25-34 years"	"25-34"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	172	652957	26.3
	"2012"	"2012"	"25-34 years"	"25-34"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	14	652957	Unreliable
